car_id,lat,lon
r118,34.658664,119.03631
r118,34.65866,119.036312
r118,34.65866,119.036313
r118,34.590766,119.151233
r118,34.590766,119.151233
r118,34.590765,119.151234
r118,34.590765,119.151234
r118,34.590765,119.151234
r118,34.655606,119.036344
r118,34.656979,119.036592
r118,34.656977,119.036586
r118,34.583882,119.176988
r119,22.982576,114.011836
r119,22.982576,114.011836
r119,22.982576,114.011834
